global_task_id,station_name,local_task_id,data_size_byte,compute_density_FLOPs_per_byte,delay_sensitivity,memory_usage_byte,deadline_second,sampling_rate_Hz,task_type,priority,dependency_task_id,memory_usage_mb,priority_score,source_task_id,task_id,data_size_mb,data_size_norm,compute_norm,delay_norm,memory_norm,deadline_ms,high_priority,dependency_ids,dependency_count,in_degree,out_degree,edge_energy_kj,avg_delay_ms,reference_action
1360,M90,0,1481576.71,8e-06,2.5389,1470557.1,1255.29,200.0,signal_enhancement,low,,1.4129416561126822,0.3,1360,24,1.4129416561126709,0.22920176026255717,0.0022694971078096233,0.0186978284804772,0.22920176026255287,35.855872186635914,False,[],0,0,0,0.2787219553293322,16.332868550566143,0
2895,M93,3,1307515.78,3.3e-05,2.9058,1910542.8,1324.15,200.0,denoising,low,,1.246944217681926,0.3,2895,25,1.2469442176818848,0.19943323359153645,0.009361675569714697,0.021410562582057764,0.1994332335915382,35.655416056904414,False,[],0,0,0,0.2775461435341744,16.162842496170228,0
2603,M94,8,1322513.66,5e-06,2.1568,1062193.37,1445.95,200.0,denoising,low,,1.261247310638434,0.3,2603,26,1.2612473106384277,0.2019982250045363,0.0014184356923810147,0.015872710736639824,0.2019982250045317,35.83181157791895,False,[],0,0,0,0.2764009920680677,16.04551409250822,0
1226,M94,6,1810277.31,2.8000000000000003e-05,3.429,1418210.31,1855.49,200.0,signal_enhancement,low,,1.7264149761200436,0.3,1226,27,1.7264149761199952,0.28541731982483526,0.007943239877333683,0.025278925847108048,0.28541731982483637,35.8833015038861,False,[],0,0,0,0.2841837363651335,16.997151516040358,0
296,M93,6,2243432.12,1.1e-05,1.8662,2432444.24,1841.04,200.0,signal_enhancement,low,,2.139503593444848,0.3,296,28,2.1395035934448243,0.359497014298293,0.003120558523238232,0.013724112944545761,0.359497014298288,36.526264668856804,False,[],0,0,0,0.28929025609281395,17.65114019640122,0
1241,M88,1,1811369.16,3e-06,2.2244,1897227.75,1832.33,200.0,signal_enhancement,low,,1.7274562454223685,0.3,1241,29,1.7274562454223632,0.28560405194126,0.0008510614154286088,0.01637252219825565,0.2856040519412533,36.151240541817366,False,[],0,0,0,0.28299300459592364,16.871359624890314,0
1005,M93,5,1616720.09,7.000000000000001e-06,2.7301,2674300.03,2635.34,200.0,signal_enhancement,low,,1.541824426651012,0.3,1005,30,1.541824426651001,0.25231446747342806,0.0019858099693334207,0.020111496401497106,0.2523144674734232,35.90591297784879,False,[],0,0,0,0.2805227450926609,16.558889254182283,0
1665,M93,5,605109.93,3e-06,2.4943,2070237.42,1931.13,200.0,denoising,low,,0.5770777988433856,0.3,1665,31,0.5770777988433838,0.07930525725815718,0.0008510614154286088,0.01836807121438155,0.0793052572581545,35.26617889260118,False,[],0,0,0,0.26648910102127543,14.808371678059288,0
746,M88,6,927702.85,3.4e-05,2.3961,2499843.71,1066.6,200.0,signal_enhancement,low,,0.88472638130191,0.3,746,32,0.8847263813018799,0.1344762594060973,0.0096453627081909,0.017642013736117144,0.13447625940609848,35.508644625540875,False,[],0,0,0,0.2723978124128802,15.518379122808408,0
2851,M90,4,2052039.84,9.9e-05,1.2439,2140490.78,1490.27,200.0,signal_enhancement,low,1.0,1.9569776916505845,0.3,2851,33,1.9569776916503907,0.3267644177770205,0.028085026709144086,0.009123037906623756,0.32676441777704673,36.53336653390937,False,[],0,0,0,0.29091560796271615,17.7731746585348,0
291,M93,1,1422875.57,1.4999999999999999e-05,1.3049,2097595.87,2075.91,200.0,denoising,low,,1.3569598865509238,0.3,291,34,1.3569598865509034,0.2191624800420659,0.0042553070771430435,0.009574051207785964,0.21916248004206343,36.08942838393468,False,[],0,0,0,0.2782564006064796,16.268220327809235,0
781,M90,1,1857262.1,1.4999999999999999e-05,2.6781,2790053.28,2016.72,200.0,denoising,low,,1.771223163604763,0.3,781,35,1.7712231636047364,0.29345282770272213,0.0042553070771430435,0.01972702604640801,0.29345282770271913,36.08200052941865,False,[],0,0,0,0.2841996284193321,17.011123804415796,0
2144,M90,4,1856129.29,0.000156,1.9549,2423286.05,633.42,200.0,denoising,low,2.0,1.7701428318026444,0.3,2144,36,1.7701428318023682,0.29325909045968773,0.044255193602287655,0.014379930646399662,0.2932590904597295,36.241638442446764,False,[1545],1,0,1,0.29098411014916387,17.729184389438057,0
322,M90,2,1767579.45,7.000000000000001e-06,0.958,2913027.94,2770.75,200.0,denoising,low,,1.6856951236724973,0.3,322,37,1.6856951236724853,0.27811497814364633,0.0019858099693334207,0.007009190319701207,0.27811497814364106,36.402184202983555,False,[],0,0,0,0.28258678594627834,16.816894360884465,0
298,M93,8,1495385.36,1.2e-05,2.4673,2449652.04,1131.27,200.0,signal_enhancement,low,,1.4261106109619313,0.3,298,38,1.4261106109619142,0.23156336528107452,0.003404245661714435,0.018168442376162212,0.2315633652810712,35.881200189839426,False,[],0,0,0,0.2791037909849774,16.376910074721604,0
1298,M94,8,1467322.6,1e-05,0.369,3294096.26,2411.69,200.0,denoising,low,6.0,1.3993478775024555,0.3,1298,39,1.3993478775024415,0.22676397107168786,0.0028368713847620295,0.002654324182249719,0.22676397107168408,36.32742615881926,False,[1837],1,0,1,0.2786233858211446,16.318703395642597,0
194,M93,4,2200309.42,2.6000000000000002e-05,1.7395,1925740.47,1311.15,200.0,denoising,low,,2.098378582000787,0.3,194,40,2.0983785820007324,0.35212201495136075,0.0073758656003812765,0.01278733613704983,0.3521220149513615,36.524867975693944,False,[],0,0,0,0.28942365834817363,17.65398573032047,0
63,M94,3,1733369.06,2.1e-05,1.8067,1705410.31,1535.01,200.0,signal_enhancement,low,2.0,1.653069553375279,0.3,63,41,1.6530695533752442,0.272264194127147,0.005957429908000261,0.013284190134395737,0.2722641941271459,36.190531072476716,False,[1545],1,0,1,0.2827938986145318,16.829875679615476,0
393,M90,3,1795220.11,0.00015900000000000002,1.9113,1891508.48,1956.43,200.0,signal_enhancement,low,,1.7120553112032753,0.3,393,42,1.712055311203003,0.28284218329195054,0.04510625501771627,0.014057567040978804,0.28284218329199184,36.20964172193844,False,[],0,0,0,0.2902954380163678,17.6403344232384,0
727,M94,7,2442373.22,2e-06,1.4673,1814050.51,1271.16,200.0,denoising,low,,2.3292286109924363,0.3,727,43,2.329228610992432,0.39352063718317715,0.0005673742769524058,0.010774781701371909,0.39352063718316793,36.75083909769155,False,[],0,0,0,0.29157810460173605,17.945419108816914,0
1583,M88,3,2896202.47,0.000306,1.1389,2511756.4,1031.78,200.0,denoising,low,,2.762033910752188,0.3,1583,44,2.762033910751343,0.47113614879002846,0.0868082643737181,0.008346703535770774,0.47113614879016824,37.13414348908699,False,[],0,0,0,0.31244829684673436,20.27391024662721,0
1547,M90,7,1993198.68,5e-06,2.0734,1602627.19,986.9,200.0,signal_enhancement,low,,1.9008623886108496,0.3,1547,45,1.9008623886108398,0.31670119083221554,0.0014184356923810147,0.015256079436362313,0.31670119083220905,36.309122380237994,False,[],0,0,0,0.285577229334282,17.192543750785013,0
2425,M88,5,2310749.05,3e-06,1.6767,1880215.78,1827.6,200.0,signal_enhancement,low,,2.203702020645148,0.3,2425,46,2.2037020206451414,0.37100979793168065,0.0008510614154286088,0.012323014246672998,0.3710097979316723,36.614348764326536,False,[],0,0,0,0.2898254642751573,17.725417084794522,0
14,M93,4,619498.09,0.00020899999999999998,2.3764,1660422.64,1443.07,200.0,signal_enhancement,low,,0.590799417495851,0.3,14,47,0.5907994174957275,0.08176597216245485,0.059290611941526405,0.017496358620823774,0.08176597216247393,35.3021731300251,False,[],0,0,0,0.2766206818030559,15.884890736572025,0
2567,M94,8,1288196.12,9e-06,2.0691,1748793.01,1811.69,200.0,denoising,low,,1.2285195541381948,0.3,2567,48,1.2285195541381837,0.19612911580941816,0.0025531842462858264,0.015224286695460717,0.19612911580941453,35.827787862373846,False,[],0,0,0,0.27612437058662204,16.007248474527326,0
1600,M93,0,2344049.93,2e-05,0.5328,2091050.43,1067.46,200.0,denoising,low,,2.235460214614913,0.3,1600,49,2.2354602146148683,0.37670503427477314,0.005673742769524059,0.003865405800780371,0.37670503427477153,36.89085796307568,False,[],0,0,0,0.291100939012801,17.869177712599164,0
1090,M93,0,1647459.15,1.6e-05,0.29600000000000004,2015279.0,2374.11,200.0,signal_enhancement,low,,1.5711394786834967,0.3,1090,50,1.5711394786834716,0.2575715721404668,0.004538994215619247,0.002114586952990027,0.25757157214046433,36.466848679972166,False,[],0,0,0,0.2813773547878926,16.657417617285812,0
2111,M93,1,1651762.0,1.7e-05,0.7295,1329168.24,2621.66,200.0,signal_enhancement,low,,1.5752429962158472,0.3,2111,51,1.5752429962158203,0.2583074610328587,0.00482268135409545,0.005319738855511623,0.2583074610328565,36.37363767846609,False,[],0,0,0,0.2814844527128249,16.669882874702306,0
203,M94,3,1522778.81,2.2e-05,2.2408,2677424.04,1718.41,200.0,signal_enhancement,low,,1.4522350406647049,0.3,203,52,1.452235040664673,0.23624829168550238,0.006241117046476464,0.01649377823332221,0.23624829168550163,35.950179819742345,False,[],0,0,0,0.27996085323274117,16.4748230236916,0
2418,M88,8,1650956.16,2.8000000000000003e-05,2.4814,2946828.45,1082.91,200.0,signal_enhancement,low,5.0,1.5744744873047314,0.3,2418,53,1.5744744873046874,0.2581696433759464,0.007943239877333683,0.018272692991676755,0.2581696433759473,35.98449778375348,False,[],0,0,0,0.28200392224922244,16.72467475155147,0
152,M93,2,1991767.71,6.8e-05,2.138,1793111.72,1991.33,200.0,denoising,low,,1.899497709274421,0.3,152,54,1.899497709274292,0.3164564611929425,0.0192907254163818,0.015733709915953766,0.3164564611929574,36.29381454729315,False,[],0,0,0,0.2885959402162203,17.511797669424297,0
2901,M93,0,1152461.73,0.000213,2.4861,2691070.13,2176.72,200.0,denoising,low,,1.0990731525423483,0.3,2901,55,1.0990731525421142,0.17291533194137992,0.06042536049543122,0.01830744319684827,0.17291533194141678,35.642438031860074,False,[],0,0,0,0.2841055378395337,16.816809808331563,0
1359,M90,9,2204361.74,2.1e-05,0.795,2165545.4,1190.51,200.0,signal_enhancement,low,,2.1022431755066364,0.3,1359,56,2.102243175506592,0.3528150573015281,0.005957429908000261,0.005804023629710388,0.35281505730152696,36.737139520314805,False,[],0,0,0,0.28923796766848225,17.635384311359285,0
772,M93,2,758138.28,4.7e-05,1.093,3530548.81,861.51,200.0,denoising,low,,0.7230170059204443,0.3,772,57,0.7230170059204102,0.10547671640408554,0.013333295508381537,0.008007334510797898,0.10547671640408807,35.681686830292406,False,[],0,0,0,0.2707047975487517,15.294766483191724,0
2678,M88,2,1324756.22,9e-05,1.5395,674006.22,1647.05,200.0,signal_enhancement,low,,1.2633859825135414,0.3,2678,58,1.2633859825134277,0.20238175568641514,0.025531842462858265,0.01130860400209177,0.20238175568642977,35.97026890268291,False,[],0,0,0,0.2805309536735991,16.4833907211956,0
1001,M93,1,1251967.5,9e-06,2.2662,1308228.45,1387.1,200.0,denoising,low,,1.1939692497253527,0.3,1001,59,1.1939692497253418,0.1899331668349741,0.0025531842462858264,0.016681577214461885,0.18993316683497058,35.75928535090604,False,[],0,0,0,0.2756286946686665,15.945288984782884,0
718,M90,8,623603.19,7.4e-05,2.9056,1378621.21,1416.7,200.0,signal_enhancement,low,5.0,0.5947143459320507,0.3,718,60,0.5947143459320068,0.08246804113817045,0.020992848247239015,0.021409083849922805,0.08246804113817527,35.187599649055,False,[],0,0,0,0.2701662274930843,15.202551679832007,0
612,M90,2,1329057.2,1.6e-05,0.485,1720839.69,1949.62,200.0,signal_enhancement,low,,1.2674877166748248,0.3,612,61,1.2674877166748046,0.20311732476467714,0.004538994215619247,0.003511988820525394,0.203117324764675,36.20710963444294,False,[],0,0,0,0.2770210149978294,16.112875143527916,0
842,M93,2,2497234.0,4.6e-05,1.7782,1465788.87,2017.13,200.0,signal_enhancement,low,,2.3815479278565546,0.3,842,62,2.3815479278564453,0.40290312521551724,0.013049608369905335,0.013073470805164213,0.4029031252155266,36.719408376707136,False,[],0,0,0,0.29445068344012526,18.263924202813467,0
266,M94,6,1355260.95,2.3e-05,2.4296,883297.92,2526.13,200.0,denoising,low,5.0,1.2924775600433647,0.3,266,63,1.292477560043335,0.207598784393531,0.006524804184952667,0.01788970136872262,0.20759878439353047,35.79370409651245,False,[],0,0,0,0.27771711946292443,16.19343431926446,0
51,M94,1,1455563.34,5.6000000000000006e-05,1.3911,2160144.05,1075.67,200.0,denoising,low,,1.3881333732605758,0.3,51,64,1.3881333732604981,0.22475286010645595,0.015886479754667365,0.010211384757952888,0.22475286010646364,36.09266989768724,False,[],0,0,0,0.28068093036680997,16.533485236648573,0
1195,M93,5,1445732.59,0.000183,2.2679,1887435.07,873.26,200.0,signal_enhancement,low,,1.3787580394747396,0.3,1195,65,1.3787580394744874,0.22307156986187815,0.05191474634114514,0.01669414643760903,0.22307156986191717,35.89146188631924,False,[],0,0,0,0.2866712324669449,17.165181132759393,0
1270,M90,0,2914121.46,1.2e-05,1.3513,1356573.43,752.1,200.0,denoising,low,,2.7791227912903165,0.3,1270,66,2.779122791290283,0.4742007189479194,0.003404245661714435,0.009917117063096233,0.47420071894791355,37.09928936389879,False,[],0,0,0,0.298514779278325,18.803283611390054,0
1491,M93,1,1940369.72,2.8999999999999997e-05,1.3976,1608759.16,1220.33,200.0,denoising,low,,1.8504807662964404,0.3,1491,67,1.8504807662963867,0.3076661919685287,0.008226927015809883,0.010259443552339024,0.3076661919685302,36.422881461303945,False,[],0,0,0,0.28601187295016994,17.224746605969866,0
1582,M88,2,1835418.88,0.000206,3.1513,2321962.19,1747.98,200.0,signal_enhancement,low,,1.7503918457034855,0.3,1582,68,1.750391845703125,0.28971712160744284,0.0584395505260978,0.02322570627771878,0.2897171216074998,35.96209729809821,False,[],0,0,0,0.29311209331803206,17.94908312554419,0
521,M93,1,1535106.47,0.000277,1.8055,587718.83,1708.57,200.0,signal_enhancement,low,,1.463991613388467,0.3,521,69,1.4639916133880615,0.23835661246433124,0.0785813373579082,0.01327531774158599,0.2383566124643974,36.055166917609746,False,[],0,0,0,0.2924273563479909,17.79803019708566,0
1694,M93,4,1100868.64,3e-06,1.0841,2430614.29,1892.69,200.0,signal_enhancement,low,,1.0498701477050814,0.3,1694,70,1.049870147705078,0.16409169601282675,0.0008510614154286088,0.007941530930792265,0.16409169601282247,35.91812085612754,False,[],0,0,0,0.273272016121649,15.656236065605983,0
2663,M90,5,1194103.16,4.2e-05,0.2614,2127275.38,522.0,200.0,signal_enhancement,low,,1.1387855148315906,0.3,2663,71,1.1387855148315429,0.18003699916201604,0.011914859816000522,0.0018587662936422823,0.18003699916201935,36.1643850078388,False,[],0,0,0,0.27642848610168136,16.01483746830817,0
2748,M90,0,5865955.55,3e-06,0.7977,5085839.5,2832.68,200.0,denoising,low,,5.594211149215716,0.3,2748,72,5.594211149215698,0.9790340082828276,0.0008510614154286088,0.0058239865135323214,0.9790340082828078,39.241416437725334,False,[],0,0,0,0.338467401103249,23.80565918830599,1
1921,M88,1,2012320.49,3.4e-05,2.8709,1518247.31,2226.33,200.0,denoising,low,,1.9190983676911053,0.3,1921,73,1.91909836769104,0.31997147159529776,0.0096453627081909,0.02115252382450758,0.3199714715953011,36.14531017164597,False,[],0,0,0,0.2872374293880162,17.373331244700413,0
102,M88,2,1707071.12,0.0008640000000000001,1.2005,2487004.01,2099.07,200.0,denoising,low,,1.6279898834242583,0.3,102,74,1.6279898834228517,0.26776662578551563,0.24510568764343935,0.008802153033337855,0.2677666257857607,36.30700191214193,False,[],0,0,0,0.32308929696222594,21.089568635437068,0
695,M90,5,2049362.67,1.3000000000000001e-05,2.0915,2741243.86,1328.88,200.0,signal_enhancement,low,,1.9544245433807628,0.3,695,75,1.9544245433807372,0.32630655852883733,0.0036879328001906382,0.015389904694576018,0.3263065585288334,36.34352909327807,False,[],0,0,0,0.28673147325833936,17.329448375691804,0
2332,M94,2,2053960.81,0.00032,1.2928,1494469.63,1777.84,200.0,denoising,low,,1.9588096714026044,0.3,2332,76,1.9588096714019776,0.3270929489797392,0.09077988431238494,0.009484587913621001,0.32709294897984303,36.523834158510326,False,[],0,0,0,0.3016000162514846,18.904967407420322,0
2724,M94,3,540603.44,2.2e-05,1.2601,1720470.23,2049.35,200.0,denoising,low,,0.5155596160888785,0.3,2724,77,0.5155596160888671,0.06827312518797386,0.006241117046476464,0.009242815209555357,0.06827312518797313,35.49580804446523,False,[],0,0,0,0.2665228399129389,14.795071358716315,0
2272,M94,2,1347430.87,0.000306,1.8687,943582.22,1173.14,200.0,signal_enhancement,low,,1.285010213852322,0.3,2272,78,1.2850102138519288,0.20625965593250176,0.0868082643737181,0.013742597096232738,0.20625965593256643,35.91276071084303,False,[],0,0,0,0.2912581774181322,17.625145318051942,0
2482,M90,4,1755460.28,0.000102,0.1748,1523012.96,545.05,200.0,denoising,medium,,1.6741373825074948,0.65,2482,79,1.6741373825073242,0.2760423140749456,0.028936088124572698,0.001218475279205442,0.2760423140749688,31.31761499792362,False,[],0,0,0,0.287002520107173,17.281272726991766,0
1842,M94,2,1160713.33,5.5e-05,0.8776,2051726.77,2201.05,200.0,denoising,low,,1.1069424915314332,0.3,1842,80,1.1069424915313721,0.17432655026980431,0.015602792616191161,0.006414740001448068,0.17432655026981014,36.00486400103577,False,[],0,0,0,0.27659859876633686,16.024115769789486,0
1830,M90,0,1084607.8,4e-05,0.0688,2397535.09,2108.11,200.0,signal_enhancement,high,,1.034362602233928,1.0,1830,81,1.0343626022338868,0.1613107086353998,0.011347485539048118,0.0004347472476776698,0.16131070863540237,25.63220041711127,True,[],0,0,0,0.2748339292324702,15.817361826056864,1
794,M94,4,2052780.26,6.8e-05,1.166,2026399.29,1069.37,200.0,denoising,low,0.0,1.9576838111878772,0.3,794,82,1.9576838111877441,0.32689104707009475,0.0192907254163818,0.00854707174005759,0.32689104707011013,36.55115203607865,False,[116],1,0,1,0.2894307070863925,17.61614352819582,0
1820,M88,0,2072697.8,0.000125,1.088,2596221.7,933.5,200.0,denoising,low,,1.9766786575319855,0.3,1820,83,1.9766786575317383,0.3302974164415047,0.035460892309525364,0.007970366207423947,0.3302974164415404,36.5820786795433,False,[],0,0,0,0.2924521450079397,17.941270225986504,0
2001,M90,1,2128954.53,2.6000000000000002e-05,0.5276,1995936.47,1064.54,200.0,denoising,low,,2.030329256057792,0.3,2001,84,2.030329256057739,0.3399186448666855,0.0073758656003812765,0.0038269587652714604,0.33991864486668616,36.74486581650859,False,[],0,0,0,0.28844738874139964,17.531952029473718,0
144,M93,4,1711996.93,6e-06,2.0235,1964332.56,2378.93,200.0,signal_enhancement,low,,1.6326875019073583,0.3,144,85,1.6326875019073486,0.2686090555390587,0.0017021228308572176,0.014887135768690276,0.26860905553905323,36.12782214909553,False,[],0,0,0,0.28177808532437043,16.71672876634602,0
2525,M90,2,1068257.33,1.2e-05,0.2429,2286405.62,1433.84,200.0,denoising,medium,,1.018769578933728,0.65,2525,86,1.018769578933716,0.15851439241280624,0.003404245661714435,0.0017219835711586617,0.15851439241280366,30.832398062516468,False,[],0,0,0,0.2732598731555159,15.646420346038923,0
1330,M88,0,1297330.88,2.8999999999999997e-05,0.1756,1392230.51,2317.2,200.0,denoising,medium,,1.2372311401367546,0.65,1330,87,1.2372311401367186,0.19769137533941933,0.008226927015809883,0.0012243902077452742,0.19769137533942013,31.004033795125316,False,[],0,0,0,0.2772138876198412,16.124998439678773,0
2477,M94,8,1960976.5,1e-06,2.5037,2723605.09,2284.35,200.0,denoising,low,1.0,1.8701329231262227,0.3,2477,88,1.8701329231262207,0.31119043764522275,0.0002836871384762029,0.01843757162472458,0.311190437645215,36.191634601839155,False,[],0,0,0,0.2849434618251588,17.1170107449448,0
2881,M94,7,1298034.37,4.1e-05,133.7455,1798522.61,1346.99,200.0,signal_enhancement,low,,1.2379020404816183,0.3,2881,89,1.2379020404815675,0.19781168873098745,0.01163117267752432,0.9887949071734186,0.19781168873099092,8.0,False,[],0,0,0,0.27780223445365815,16.18747799550531,0
